source,label,target
121,body temperature increased,399
121,body temperature increased,493
121,body temperature increased,508
121,body temperature increased,526
121,body temperature increased,555
121,body temperature increased,604
121,body temperature increased,151
121,body temperature increased,210
121,body temperature increased,254
121,body temperature increased,259
121,body temperature increased,266
121,body temperature increased,336
121,body temperature increased,370
121,body temperature increased,394
121,body temperature increased,584
121,body temperature increased,597
121,body temperature increased,603
121,body temperature increased,614
121,body temperature increased,643
122,emesis,123
122,Bleeding,123
122,body temperature increased,123
122,emesis,126
122,emesis,153
122,Bleeding,153
122,carbuncle,153
122,emesis,156
122,carbuncle,156
122,emesis,219
122,body temperature increased,219
122,emesis,261
122,body temperature increased,261
122,emesis,279
122,emesis,281
122,body temperature increased,281
122,emesis,286
122,body temperature increased,286
122,emesis,297
122,carbuncle,297
122,emesis,317
122,emesis,332
122,carbuncle,332
122,emesis,351
122,body temperature increased,351
122,emesis,385
122,emesis,400
122,emesis,497
122,Bleeding,497
122,carbuncle,497
122,body temperature increased,497
122,emesis,513
122,emesis,530
122,emesis,531
122,Bleeding,531
122,emesis,594
122,Bleeding,594
122,emesis,202
122,body temperature increased,202
122,emesis,210
122,emesis,236
122,body temperature increased,236
122,emesis,247
122,emesis,316
122,body temperature increased,316
122,emesis,343
122,body temperature increased,343
122,emesis,365
122,body temperature increased,365
122,emesis,401
122,emesis,491
122,carbuncle,491
122,emesis,538
122,emesis,541
122,emesis,579
122,Bleeding,579
122,body temperature increased,579
122,emesis,598
122,Bleeding,598
122,body temperature increased,598
122,emesis,617
122,Bleeding,617
122,emesis,630
122,emesis,641
122,Bleeding,171
122,Bleeding,190
122,Bleeding,194
122,Bleeding,246
122,Bleeding,249
122,body temperature increased,249
122,Bleeding,270
122,Bleeding,276
122,body temperature increased,276
122,Bleeding,291
122,Bleeding,310
122,carbuncle,310
122,Bleeding,315
122,body temperature increased,315
122,Bleeding,333
122,Bleeding,334
122,Bleeding,338
122,Bleeding,390
122,Bleeding,399
122,Bleeding,471
122,body temperature increased,471
122,Bleeding,552
122,Bleeding,554
122,Bleeding,568
122,Bleeding,602
122,Bleeding,604
122,Bleeding,124
122,Bleeding,127
122,Bleeding,200
122,body temperature increased,200
122,Bleeding,239
122,carbuncle,239
122,Bleeding,259
122,Bleeding,294
122,Bleeding,295
122,Bleeding,302
122,body temperature increased,302
122,Bleeding,330
122,Bleeding,353
122,Bleeding,360
122,body temperature increased,360
122,Bleeding,419
122,Bleeding,433
122,Bleeding,440
122,body temperature increased,440
122,Bleeding,450
122,body temperature increased,450
122,Bleeding,456
122,Bleeding,475
122,carbuncle,475
122,Bleeding,548
122,Bleeding,577
122,body temperature increased,577
122,Bleeding,589
122,Bleeding,614
122,Bleeding,615
122,carbuncle,615
122,Bleeding,634
122,Bleeding,637
122,body temperature increased,637
122,carbuncle,298
122,carbuncle,432
122,carbuncle,627
122,body temperature increased,136
122,body temperature increased,220
122,body temperature increased,257
122,body temperature increased,320
122,body temperature increased,328
122,body temperature increased,347
122,body temperature increased,384
122,body temperature increased,389
122,body temperature increased,393
122,body temperature increased,427
122,body temperature increased,444
122,body temperature increased,484
122,body temperature increased,494
122,body temperature increased,500
122,body temperature increased,140
122,body temperature increased,154
122,body temperature increased,201
122,body temperature increased,256
122,body temperature increased,324
122,body temperature increased,537
122,body temperature increased,542
122,body temperature increased,551
123,emesis,125
123,body temperature increased,125
123,emesis,132
123,emesis,136
123,body temperature increased,136
123,emesis,144
123,body temperature increased,144
123,emesis,145
123,body temperature increased,145
123,emesis,156
123,body temperature increased,156
123,emesis,162
123,Bleeding,162
123,emesis,163
123,Bleeding,163
123,emesis,165
123,emesis,166
123,Bleeding,166
123,body temperature increased,166
123,emesis,171
123,Bleeding,171
123,body temperature increased,171
123,emesis,172
123,Bleeding,172
123,body temperature increased,172
123,emesis,180
123,emesis,183
123,emesis,184
123,Bleeding,184
123,body temperature increased,184
123,emesis,187
123,body temperature increased,187
123,emesis,190
123,Bleeding,190
123,emesis,219
123,body temperature increased,219
123,emesis,235
123,emesis,237
123,emesis,238
123,Bleeding,238
123,emesis,242
123,body temperature increased,242
123,emesis,252
123,emesis,257
123,body temperature increased,257
123,emesis,261
123,Bleeding,261
123,emesis,262
123,Bleeding,262
123,body temperature increased,262
123,emesis,265
123,emesis,270
123,Bleeding,270
123,body temperature increased,270
123,emesis,272
123,Bleeding,272
123,body temperature increased,272
123,emesis,274
123,Mumps,274
123,body temperature increased,274
123,emesis,277
123,Mumps,277
123,body temperature increased,277
123,emesis,283
123,emesis,286
123,body temperature increased,286
123,emesis,288
123,emesis,290
123,Bleeding,290
123,emesis,291
123,emesis,301
123,Bleeding,301
123,emesis,310
123,Bleeding,310
123,body temperature increased,310
123,emesis,317
123,emesis,319
123,emesis,328
123,Bleeding,328
123,emesis,338
123,Mumps,338
123,Bleeding,338
123,body temperature increased,338
123,emesis,341
123,emesis,347
123,body temperature increased,347
123,emesis,366
123,emesis,369
123,emesis,375
123,Bleeding,375
123,body temperature increased,375
123,emesis,379
123,emesis,385
123,emesis,389
123,Bleeding,389
123,body temperature increased,389
123,emesis,390
123,emesis,391
123,emesis,393
123,Mumps,393
123,body temperature increased,393
123,emesis,400
123,emesis,409
123,Bleeding,409
123,body temperature increased,409
123,emesis,414
123,Bleeding,414
123,body temperature increased,414
123,emesis,421
123,emesis,422
123,emesis,427
123,emesis,429
123,body temperature increased,429
123,emesis,438
123,emesis,444
123,body temperature increased,444
123,emesis,457
123,emesis,478
123,emesis,483
123,emesis,484
123,Bleeding,484
123,emesis,488
123,Mumps,488
123,Bleeding,488
123,emesis,493
123,Bleeding,493
123,emesis,495
123,Mumps,495
123,body temperature increased,495
123,emesis,498
123,emesis,501
123,Bleeding,501
123,body temperature increased,501
123,emesis,503
123,emesis,510
123,Bleeding,510
123,body temperature increased,510
123,emesis,513
123,emesis,529
123,emesis,552
123,emesis,554
123,Bleeding,554
123,body temperature increased,554
123,emesis,574
123,emesis,578
123,body temperature increased,578
123,emesis,604
123,Bleeding,604
123,emesis,606
123,body temperature increased,606
123,emesis,609
123,body temperature increased,609
123,emesis,620
123,Bleeding,620
123,emesis,628
123,body temperature increased,628
123,emesis,124
123,emesis,127
123,Bleeding,127
123,emesis,140
123,Bleeding,140
123,body temperature increased,140
123,emesis,161
123,Bleeding,161
123,emesis,168
123,Bleeding,168
123,emesis,197
123,Bleeding,197
123,emesis,202
123,Mumps,202
123,Bleeding,202
123,body temperature increased,202
123,emesis,203
123,emesis,210
123,Bleeding,210
123,emesis,234
123,Bleeding,234
123,emesis,255
123,Bleeding,255
123,emesis,263
123,emesis,264
123,Bleeding,264
123,body temperature increased,264
123,emesis,293
123,Bleeding,293
123,body temperature increased,293
123,emesis,294
123,emesis,295
123,Bleeding,295
123,emesis,298
123,emesis,316
123,emesis,321
123,body temperature increased,321
123,emesis,324
123,emesis,330
123,emesis,340
123,emesis,346
123,Bleeding,346
123,body temperature increased,346
123,emesis,356
123,emesis,362
123,emesis,364
123,Bleeding,364
123,emesis,372
123,Bleeding,372
123,body temperature increased,372
123,emesis,373
123,Bleeding,373
123,body temperature increased,373
123,emesis,376
123,Mumps,376
123,Bleeding,376
123,body temperature increased,376
123,emesis,394
123,emesis,401
123,Bleeding,401
123,emesis,412
123,Bleeding,412
123,body temperature increased,412
123,emesis,426
123,emesis,428
123,Bleeding,428
123,body temperature increased,428
123,emesis,437
123,body temperature increased,437
123,emesis,441
123,body temperature increased,441
123,emesis,445
123,emesis,450
123,Bleeding,450
123,emesis,454
123,emesis,461
123,body temperature increased,461
123,emesis,475
123,Bleeding,475
123,emesis,477
123,emesis,482
123,emesis,491
123,emesis,506
123,emesis,537
123,emesis,541
123,emesis,542
123,body temperature increased,542
123,emesis,543
123,Bleeding,543
123,body temperature increased,543
123,emesis,544
123,body temperature increased,544
123,emesis,545
123,body temperature increased,545
123,emesis,548
123,Mumps,548
123,Bleeding,548
123,body temperature increased,548
123,emesis,551
123,Bleeding,551
123,body temperature increased,551
123,emesis,560
123,Bleeding,560
123,body temperature increased,560
123,emesis,562
123,body temperature increased,562
123,emesis,571
123,emesis,572
123,body temperature increased,572
123,emesis,573
123,body temperature increased,573
123,emesis,577
123,emesis,579
123,body temperature increased,579
123,emesis,582
123,body temperature increased,582
123,emesis,583
123,body temperature increased,583
123,emesis,584
123,emesis,588
123,Bleeding,588
123,body temperature increased,588
123,emesis,591
123,emesis,596
123,emesis,597
123,body temperature increased,597
123,emesis,598
123,body temperature increased,598
123,emesis,600
123,Bleeding,600
123,emesis,607
123,Bleeding,607
123,emesis,613
123,Bleeding,613
123,emesis,614
123,emesis,615
123,Bleeding,615
123,body temperature increased,615
123,emesis,617
123,body temperature increased,617
123,emesis,624
123,emesis,627
123,Mumps,627
123,body temperature increased,627
123,emesis,634
123,emesis,637
123,emesis,641
123,body temperature increased,641
123,Mumps,155
123,Bleeding,155
123,body temperature increased,155
123,Mumps,158
123,Bleeding,158
123,Mumps,399
123,Mumps,500
123,Mumps,137
123,Mumps,259
123,Mumps,266
123,Bleeding,266
123,body temperature increased,266
123,Mumps,353
123,body temperature increased,353
123,Mumps,432
123,Bleeding,432
123,Mumps,567
123,Bleeding,567
123,Mumps,610
123,Mumps,643
123,Bleeding,643
123,body temperature increased,643
123,Bleeding,141
123,body temperature increased,141
123,Bleeding,152
123,Bleeding,167
123,body temperature increased,167
123,Bleeding,204
123,Bleeding,244
123,Bleeding,245
123,Bleeding,249
123,Bleeding,279
123,Bleeding,287
123,body temperature increased,287
123,Bleeding,289
123,Bleeding,296
123,body temperature increased,296
123,Bleeding,297
123,body temperature increased,297
123,Bleeding,329
123,Bleeding,383
123,body temperature increased,383
123,Bleeding,384
123,Bleeding,407
123,body temperature increased,407
123,Bleeding,424
123,body temperature increased,424
123,Bleeding,464
123,Bleeding,467
123,Bleeding,470
123,Bleeding,476
123,Bleeding,514
123,Bleeding,522
123,body temperature increased,522
123,Bleeding,526
123,Bleeding,530
123,Bleeding,532
123,Bleeding,555
123,Bleeding,594
123,body temperature increased,594
123,Bleeding,602
123,body temperature increased,602
123,Bleeding,621
123,body temperature increased,621
123,Bleeding,128
123,Bleeding,130
123,body temperature increased,130
123,Bleeding,142
123,body temperature increased,142
123,Bleeding,154
123,body temperature increased,154
123,Bleeding,157
123,body temperature increased,157
123,Bleeding,181
123,body temperature increased,181
123,Bleeding,182
123,body temperature increased,182
123,Bleeding,189
123,body temperature increased,189
123,Bleeding,192
123,Bleeding,198
123,Bleeding,200
123,body temperature increased,200
123,Bleeding,201
123,body temperature increased,201
123,Bleeding,223
123,body temperature increased,223
123,Bleeding,236
123,body temperature increased,236
123,Bleeding,239
123,Bleeding,302
123,Bleeding,336
123,body temperature increased,336
123,Bleeding,355
123,body temperature increased,355
123,Bleeding,368
123,Bleeding,378
123,Bleeding,397
123,body temperature increased,397
123,Bleeding,403
123,body temperature increased,403
123,Bleeding,423
123,Bleeding,440
123,Bleeding,496
123,Bleeding,538
123,body temperature increased,538
123,Bleeding,569
123,Bleeding,575
123,body temperature increased,575
123,Bleeding,589
123,body temperature increased,589
123,Bleeding,595
123,body temperature increased,595
123,Bleeding,608
123,Bleeding,640
123,body temperature increased,640
123,body temperature increased,126
123,body temperature increased,135
123,body temperature increased,139
123,body temperature increased,153
123,body temperature increased,186
123,body temperature increased,188
123,body temperature increased,216
123,body temperature increased,220
123,body temperature increased,248
123,body temperature increased,273
123,body temperature increased,281
123,body temperature increased,299
123,body temperature increased,334
123,body temperature increased,351
123,body temperature increased,371
123,body temperature increased,381
123,body temperature increased,392
123,body temperature increased,395
123,body temperature increased,420
123,body temperature increased,434
123,body temperature increased,435
123,body temperature increased,436
123,body temperature increased,459
123,body temperature increased,516
123,body temperature increased,528
123,body temperature increased,531
123,body temperature increased,149
123,body temperature increased,178
123,body temperature increased,185
123,body temperature increased,195
123,body temperature increased,314
123,body temperature increased,365
123,body temperature increased,419
123,body temperature increased,505
123,body temperature increased,520
123,body temperature increased,603
123,body temperature increased,625
123,body temperature increased,626
124,coccydynia,126
124,coccydynia,155
124,emesis,155
124,carbuncle,155
124,coccydynia,168
124,emesis,168
124,Bleeding,168
124,body temperature increased,168
124,coccydynia,172
124,emesis,172
124,body temperature increased,172
124,coccydynia,194
124,body temperature increased,194
124,coccydynia,239
124,emesis,239
124,body temperature increased,239
124,coccydynia,255
124,emesis,255
124,coccydynia,270
124,Bleeding,270
124,body temperature increased,270
124,coccydynia,330
124,body temperature increased,330
124,coccydynia,338
124,emesis,338
124,body temperature increased,338
124,coccydynia,341
124,body temperature increased,341
124,coccydynia,450
124,emesis,450
124,coccydynia,471
124,coccydynia,472
124,body temperature increased,472
124,coccydynia,475
124,emesis,475
124,body temperature increased,475
124,coccydynia,506
124,body temperature increased,506
124,coccydynia,513
124,emesis,513
124,body temperature increased,513
124,coccydynia,546
124,coccydynia,548
124,Bleeding,548
124,coccydynia,551
124,emesis,551
124,Bleeding,551
124,body temperature increased,551
124,coccydynia,554
124,Bleeding,554
124,coccydynia,567
124,coccydynia,577
124,Bleeding,577
124,coccydynia,610
124,body temperature increased,610
124,coccydynia,298
124,emesis,298
124,carbuncle,298
124,body temperature increased,298
124,coccydynia,321
124,emesis,125
124,body temperature increased,125
124,emesis,127
124,emesis,147
124,body temperature increased,147
124,emesis,153
124,emesis,156
124,body temperature increased,156
124,emesis,158
124,emesis,162
124,emesis,165
124,body temperature increased,165
124,emesis,167
124,Bleeding,167
124,emesis,182
124,body temperature increased,182
124,emesis,187
124,body temperature increased,187
124,emesis,191
124,emesis,199
124,emesis,200
124,Bleeding,200
124,emesis,202
124,body temperature increased,202
124,emesis,249
124,emesis,256
124,emesis,260
124,emesis,261
124,emesis,263
124,Bleeding,263
124,body temperature increased,263
124,emesis,264
124,Bleeding,264
124,emesis,268
124,carbuncle,268
124,body temperature increased,268
124,emesis,273
124,emesis,274
124,body temperature increased,274
124,emesis,276
124,Bleeding,276
124,body temperature increased,276
124,emesis,277
124,Bleeding,277
124,emesis,286
124,Bleeding,286
124,body temperature increased,286
124,emesis,288
124,carbuncle,288
124,body temperature increased,288
124,emesis,290
124,body temperature increased,290
124,emesis,291
124,Bleeding,291
124,body temperature increased,291
124,emesis,294
124,Bleeding,294
124,emesis,300
124,emesis,307
124,body temperature increased,307
124,emesis,310
124,emesis,312
124,body temperature increased,312
124,emesis,315
124,Bleeding,315
124,carbuncle,315
124,emesis,318
124,body temperature increased,318
124,emesis,319
124,Bleeding,319
124,carbuncle,319
124,emesis,335
124,emesis,336
124,Bleeding,336
124,emesis,339
124,body temperature increased,339
124,emesis,340
124,body temperature increased,340
124,emesis,344
124,Bleeding,344
124,body temperature increased,344
124,emesis,351
124,Bleeding,351
124,body temperature increased,351
124,emesis,352
124,Bleeding,352
124,body temperature increased,352
124,emesis,362
124,emesis,369
124,Bleeding,369
124,body temperature increased,369
124,emesis,372
124,emesis,373
124,carbuncle,373
124,body temperature increased,373
124,emesis,375
124,body temperature increased,375
124,emesis,383
124,Bleeding,383
124,body temperature increased,383
124,emesis,384
124,Bleeding,384
124,body temperature increased,384
124,emesis,385
124,emesis,389
124,body temperature increased,389
124,emesis,392
124,Bleeding,392
124,body temperature increased,392
124,emesis,394
124,Bleeding,394
124,body temperature increased,394
124,emesis,395
124,Bleeding,395
124,emesis,414
124,Bleeding,414
124,body temperature increased,414
124,emesis,417
124,emesis,418
124,body temperature increased,418
124,emesis,420
124,Bleeding,420
124,emesis,423
124,emesis,426
124,emesis,427
124,emesis,428
124,Bleeding,428
124,body temperature increased,428
124,emesis,430
124,emesis,433
124,emesis,435
124,body temperature increased,435
124,emesis,436
124,Bleeding,436
124,emesis,438
124,emesis,440
124,Bleeding,440
124,carbuncle,440
124,emesis,449
124,emesis,454
124,emesis,477
124,emesis,478
124,body temperature increased,478
124,emesis,483
124,emesis,484
124,carbuncle,484
124,body temperature increased,484
124,emesis,488
124,Bleeding,488
124,body temperature increased,488
124,emesis,493
124,body temperature increased,493
124,emesis,498
124,emesis,500
124,Bleeding,500
124,body temperature increased,500
124,emesis,505
124,body temperature increased,505
124,emesis,510
124,emesis,520
124,body temperature increased,520
124,emesis,523
124,emesis,531
124,Bleeding,531
124,emesis,532
124,body temperature increased,532
124,emesis,539
124,emesis,541
124,body temperature increased,541
124,emesis,543
124,Bleeding,543
124,emesis,544
124,body temperature increased,544
124,emesis,560
124,emesis,562
124,emesis,586
124,emesis,590
124,body temperature increased,590
124,emesis,591
124,body temperature increased,591
124,emesis,602
124,Bleeding,602
124,emesis,608
124,body temperature increased,608
124,emesis,613
124,Bleeding,613
124,body temperature increased,613
124,emesis,615
124,body temperature increased,615
124,emesis,628
124,emesis,630
124,emesis,632
124,carbuncle,632
124,body temperature increased,632
124,emesis,641
124,Bleeding,641
124,emesis,642
124,emesis,137
124,Bleeding,137
124,body temperature increased,137
124,emesis,266
124,body temperature increased,266
124,emesis,293
124,Bleeding,293
124,emesis,624
124,body temperature increased,624
124,emesis,625
124,emesis,627
124,Bleeding,627
124,emesis,640
124,Bleeding,640
124,Bleeding,130
124,body temperature increased,130
124,Bleeding,138
124,Bleeding,151
124,Bleeding,152
124,carbuncle,152
124,body temperature increased,152
124,Bleeding,154
124,Bleeding,163
124,Bleeding,170
124,Bleeding,171
124,Bleeding,184
124,body temperature increased,184
124,Bleeding,188
124,Bleeding,201
124,Bleeding,244
124,body temperature increased,244
124,Bleeding,251
124,Bleeding,262
124,Bleeding,296
124,Bleeding,302
124,Bleeding,317
124,body temperature increased,317
124,Bleeding,324
124,Bleeding,332
124,Bleeding,343
124,body temperature increased,343
124,Bleeding,346
124,Bleeding,347
124,Bleeding,365
124,Bleeding,368
124,Bleeding,370
124,Bleeding,397
124,body temperature increased,397
124,Bleeding,400
124,Bleeding,407
124,Bleeding,409
124,Bleeding,419
124,body temperature increased,419
124,Bleeding,431
124,Bleeding,437
124,Bleeding,441
124,body temperature increased,441
124,Bleeding,455
124,Bleeding,456
124,Bleeding,459
124,Bleeding,476
124,body temperature increased,476
124,Bleeding,489
124,Bleeding,519
124,body temperature increased,519
124,Bleeding,529
124,Bleeding,530
124,Bleeding,537
124,body temperature increased,537
124,Bleeding,538
124,Bleeding,552
124,Bleeding,578
124,body temperature increased,578
124,Bleeding,579
124,body temperature increased,579
124,Bleeding,592
124,Bleeding,596
124,body temperature increased,596
124,Bleeding,599
124,Bleeding,600
124,Bleeding,604
124,body temperature increased,604
124,Bleeding,614
124,body temperature increased,614
124,Bleeding,616
124,Bleeding,620
124,Bleeding,621
124,body temperature increased,621
124,Bleeding,355
124,body temperature increased,355
124,carbuncle,190
124,body temperature increased,190
124,carbuncle,236
124,carbuncle,247
124,body temperature increased,247
124,carbuncle,295
124,body temperature increased,295
124,carbuncle,497
124,body temperature increased,497
124,carbuncle,553
124,body temperature increased,553
124,body temperature increased,139
124,body temperature increased,177
124,body temperature increased,183
124,body temperature increased,219
124,body temperature increased,223
124,body temperature increased,240
124,body temperature increased,257
124,body temperature increased,289
124,body temperature increased,297
124,body temperature increased,301
124,body temperature increased,328
124,body temperature increased,329
124,body temperature increased,379
124,body temperature increased,401
124,body temperature increased,422
124,body temperature increased,444
124,body temperature increased,481
124,body temperature increased,491
124,body temperature increased,496
124,body temperature increased,528
124,body temperature increased,542
124,body temperature increased,598
124,body temperature increased,601
124,body temperature increased,606
124,body temperature increased,611
124,body temperature increased,637
124,body temperature increased,140
124,body temperature increased,303
124,body temperature increased,316
124,body temperature increased,376
125,emesis,163
125,emesis,184
125,body temperature increased,184
125,emesis,235
125,emesis,288
125,body temperature increased,288
125,emesis,328
125,body temperature increased,328
125,emesis,384
125,body temperature increased,384
125,emesis,127
125,emesis,140
125,body temperature increased,140
125,emesis,149
125,body temperature increased,149
125,emesis,152
125,Bleeding,152
125,body temperature increased,152
125,emesis,155
125,body temperature increased,155
125,emesis,156
125,emesis,170
125,emesis,173
125,Bleeding,173
125,emesis,190
125,Bleeding,190
125,body temperature increased,190
125,emesis,194
125,body temperature increased,194
125,emesis,200
125,body temperature increased,200
125,emesis,210
125,body temperature increased,210
125,emesis,236
125,Bleeding,236
125,body temperature increased,236
125,emesis,238
125,emesis,239
125,Bleeding,239
125,emesis,240
125,Bleeding,240
125,body temperature increased,240
125,emesis,244
125,emesis,255
125,emesis,256
125,emesis,270
125,Bleeding,270
125,body temperature increased,270
125,emesis,274
125,emesis,277
125,body temperature increased,277
125,emesis,282
125,emesis,287
125,body temperature increased,287
125,emesis,295
125,body temperature increased,295
125,emesis,297
125,Bleeding,297
125,emesis,298
125,body temperature increased,298
125,emesis,338
125,body temperature increased,338
125,emesis,346
125,body temperature increased,346
125,emesis,351
125,body temperature increased,351
125,emesis,355
125,emesis,369
125,Bleeding,369
125,body temperature increased,369
125,emesis,375
125,Bleeding,375
125,body temperature increased,375
125,emesis,392
125,Bleeding,392
125,emesis,393
125,Bleeding,393
125,body temperature increased,393
125,emesis,401
125,Bleeding,401
125,body temperature increased,401
125,emesis,419
125,Bleeding,419
125,body temperature increased,419
125,emesis,423
125,body temperature increased,423
125,emesis,440
125,emesis,450
125,Bleeding,450
125,emesis,456
125,body temperature increased,456
125,emesis,472
125,emesis,495
125,Bleeding,495
125,emesis,500
125,emesis,513
125,Bleeding,513
125,body temperature increased,513
125,emesis,528
125,emesis,530
125,body temperature increased,530
125,emesis,531
125,Bleeding,531
125,emesis,542
125,Bleeding,542
125,body temperature increased,542
125,emesis,543
125,body temperature increased,543
125,emesis,548
125,Bleeding,548
125,emesis,551
125,body temperature increased,551
125,emesis,554
125,body temperature increased,554
125,emesis,577
125,emesis,579
125,body temperature increased,579
125,emesis,598
125,body temperature increased,598
125,emesis,612
125,emesis,614
125,body temperature increased,614
125,emesis,615
125,body temperature increased,615
125,emesis,616
125,Bleeding,616
125,emesis,617
125,emesis,627
125,body temperature increased,627
125,Bleeding,279
125,Bleeding,291
125,body temperature increased,291
125,Bleeding,151
125,body temperature increased,151
125,Bleeding,157
125,Bleeding,189
125,Bleeding,272
125,Bleeding,276
125,body temperature increased,276
125,Bleeding,290
125,body temperature increased,290
125,Bleeding,300
125,Bleeding,302
125,Bleeding,319
125,body temperature increased,319
125,Bleeding,324
125,Bleeding,343
125,Bleeding,388
125,Bleeding,426
125,body temperature increased,426
125,Bleeding,427
125,body temperature increased,427
125,Bleeding,476
125,body temperature increased,476
125,Bleeding,488
125,Bleeding,532
125,Bleeding,537
125,Bleeding,604
125,Bleeding,613
125,body temperature increased,613
125,Bleeding,634
125,Bleeding,643
125,body temperature increased,280
125,body temperature increased,619
125,body temperature increased,215
125,body temperature increased,266
125,body temperature increased,286
125,body temperature increased,301
125,body temperature increased,315
125,body temperature increased,318
125,body temperature increased,330
125,body temperature increased,353
125,body temperature increased,379
125,body temperature increased,394
125,body temperature increased,428
125,body temperature increased,431
125,body temperature increased,438
125,body temperature increased,484
125,body temperature increased,544
125,body temperature increased,640
126,coccydynia,155
126,emesis,155
126,body temperature increased,155
126,coccydynia,172
126,emesis,172
126,Bleeding,172
126,body temperature increased,172
126,coccydynia,194
126,emesis,194
126,body temperature increased,194
126,coccydynia,270
126,emesis,270
126,Bleeding,270
126,coccydynia,338
126,emesis,338
126,body temperature increased,338
126,coccydynia,341
126,coccydynia,471
126,Bleeding,471
126,body temperature increased,471
126,coccydynia,513
126,emesis,513
126,Bleeding,513
126,body temperature increased,513
126,coccydynia,546
126,coccydynia,554
126,emesis,554
126,Bleeding,554
126,body temperature increased,554
126,coccydynia,168
126,emesis,168
126,Bleeding,168
126,body temperature increased,168
126,coccydynia,239
126,emesis,239
126,body temperature increased,239
126,coccydynia,255
126,emesis,255
126,Bleeding,255
126,body temperature increased,255
126,coccydynia,298
126,emesis,298
126,coccydynia,330
126,emesis,330
126,Bleeding,330
126,body temperature increased,330
126,coccydynia,450
126,emesis,450
126,body temperature increased,450
126,coccydynia,475
126,emesis,475
126,body temperature increased,475
126,coccydynia,548
126,emesis,548
126,body temperature increased,548
126,coccydynia,567
126,emesis,567
126,coccydynia,577
126,emesis,577
126,Bleeding,577
126,body temperature increased,577
126,coccydynia,610
126,emesis,610
126,Bleeding,610
126,body temperature increased,610
126,emesis,139
126,body temperature increased,139
126,emesis,145
126,Bleeding,145
126,body temperature increased,145
126,emesis,152
126,emesis,158
126,body temperature increased,158
126,emesis,163
126,Bleeding,163
126,body temperature increased,163
126,emesis,173
126,body temperature increased,173
126,emesis,190
126,body temperature increased,190
126,emesis,199
126,emesis,215
126,Bleeding,215
126,emesis,226
126,body temperature increased,226
126,emesis,274
126,body temperature increased,274
126,emesis,279
126,emesis,291
126,emesis,315
126,body temperature increased,315
126,emesis,319
126,Bleeding,319
126,emesis,332
126,body temperature increased,332
126,emesis,347
126,body temperature increased,347
126,emesis,369
126,body temperature increased,369
126,emesis,384
126,Bleeding,384
126,emesis,392
126,Bleeding,392
126,emesis,393
126,Bleeding,393
126,emesis,399
126,emesis,400
126,emesis,409
126,emesis,414
126,emesis,420
126,emesis,427
126,Bleeding,427
126,body temperature increased,427
126,emesis,483
126,body temperature increased,483
126,emesis,498
126,body temperature increased,498
126,emesis,500
126,Bleeding,500
126,body temperature increased,500
126,emesis,529
126,body temperature increased,529
126,emesis,532
126,body temperature increased,532
126,emesis,547
126,body temperature increased,547
126,emesis,556
126,emesis,130
126,body temperature increased,130
126,emesis,137
126,body temperature increased,137
126,emesis,140
126,body temperature increased,140
126,emesis,154
126,body temperature increased,154
126,emesis,202
126,body temperature increased,202
126,emesis,210
126,body temperature increased,210
126,emesis,256
126,body temperature increased,256
126,emesis,259
126,emesis,336
126,body temperature increased,336
126,emesis,346
126,body temperature increased,346
126,emesis,355
126,emesis,360
126,Bleeding,360
126,body temperature increased,360
126,emesis,370
126,body temperature increased,370
126,emesis,372
126,body temperature increased,372
126,emesis,403
126,Bleeding,403
126,emesis,412
126,emesis,419
126,emesis,426
126,emesis,431
126,Bleeding,431
126,body temperature increased,431
126,emesis,433
126,Bleeding,433
126,emesis,440
126,body temperature increased,440
126,emesis,456
126,emesis,598
126,emesis,614
126,body temperature increased,614
126,emesis,615
126,body temperature increased,615
126,Bleeding,153
126,Bleeding,244
126,Bleeding,286
126,Bleeding,290
126,Bleeding,297
126,Bleeding,317
126,body temperature increased,317
126,Bleeding,351
126,Bleeding,435
126,Bleeding,531
126,Bleeding,149
126,Bleeding,324
126,Bleeding,573
126,body temperature increased,573
126,Bleeding,586
126,body temperature increased,586
126,Bleeding,616
126,body temperature increased,187
126,body temperature increased,248
126,body temperature increased,276
126,body temperature increased,383
126,body temperature increased,444
126,body temperature increased,478
126,body temperature increased,493
126,body temperature increased,578
126,body temperature increased,609
126,body temperature increased,151
126,body temperature increased,161
126,body temperature increased,170
126,body temperature increased,316
126,body temperature increased,428
126,body temperature increased,537
126,body temperature increased,634
127,emesis,145
127,emesis,149
127,emesis,151
127,body temperature increased,151
127,emesis,153
127,emesis,155
127,emesis,157
127,emesis,158
127,Bleeding,158
127,emesis,170
127,emesis,171
127,body temperature increased,171
127,emesis,187
127,emesis,190
127,Bleeding,190
127,emesis,199
127,emesis,200
127,Bleeding,200
127,emesis,202
127,Bleeding,202
127,body temperature increased,202
127,emesis,216
127,emesis,250
127,emesis,255
127,Bleeding,255
127,emesis,256
127,emesis,257
127,body temperature increased,257
127,emesis,259
127,emesis,263
127,emesis,274
127,emesis,277
127,Bleeding,277
127,emesis,279
127,Bleeding,279
127,emesis,281
127,emesis,282
127,emesis,288
127,Bleeding,288
127,emesis,295
127,Bleeding,295
127,emesis,301
127,body temperature increased,301
127,emesis,302
127,body temperature increased,302
127,emesis,312
127,emesis,319
127,emesis,324
127,Bleeding,324
127,emesis,338
127,body temperature increased,338
127,emesis,340
127,emesis,341
127,emesis,343
127,emesis,351
127,emesis,353
